,playerID,career_DivWin,career_WCWin,career_LgWin,career_WSWin,career_team_wins,career_team_games,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,post_G,post_AB,post_R,post_H,post_2B,post_3B,post_HR,post_RBI,post_SB,post_CS,post_BB,post_SO,post_IBB,post_HBP,post_SH,post_SF,post_GIDP,fielding_G,fielding_GS,InnOuts,PO,A,E,DP,PB,fielding_WP,fielding_SB,fielding_CS,ZR,fielding_post_G,fielding_post_GS,post_InnOuts,post_PO,post_A,post_E,post_DP,post_TP,post_PB,inducted,seasons_played,ALCS MVP,All-Star Game MVP,Babe Ruth Award,Baseball Magazine All-Star,Bob Feller Act of Valor Award - HOF Player,Bob Feller Act of Valor Award - MLB Player,Bob Feller Act of Valor Award - Patriot Award,Branch Rickey Award,Comeback Player of the Year,Cy Young Award,Gold Glove,Hank Aaron Award,Hutch Award,Lou Gehrig Memorial Award,MLB Players Choice Comeback Player,MLB Players Choice Man of the Year,MLB Players Choice Outstanding Pitcher,MLB Players Choice Outstanding Player,MLB Players Choice Outstanding Rookie,MLB Players Choice Player of the Year,MLB Players Curt Flood Award,Most Valuable Player,NLCS MVP,Outstanding DH Award,Pitcher of the Month,Pitching Triple Crown,Platinum Glove,Player of the Month,Player of the Week,Reliever of the Month,Reliever of the Year Award,Roberto Clemente Award,Rookie of the Month,Rookie of the Year,Silver Slugger,TSN All-Star,TSN Comeback Player of the Year,TSN Fireman of the Year,TSN Guide MVP,TSN Major League Player of the Year,TSN Pitcher of the Year,TSN Player of the Year,TSN Reliever of the Year,TSN Rookie Pitcher of the Year,TSN Rookie Player of the Year,TSN Rookie of the Year,This Year in Baseball Best Bounceback Player,This Year in Baseball Best Play - Offense,This Year in Baseball Best Player,This Year in Baseball Breakout Hitter of the Year,This Year in Baseball Breakout Pitcher of the Year,This Year in Baseball Breakout Player of the Year,This Year in Baseball Closer of the Year,This Year in Baseball Defensive Player of the Year,This Year in Baseball Dependable Player of the Year,This Year in Baseball Hitter of the Year,This Year in Baseball Moment of the Year,This Year in Baseball Oddity of the Year,This Year in Baseball Performance of the Year,This Year in Baseball Pitching Performance of the Year,This Year in Baseball Play of the Year,This Year in Baseball Postseason MVP,This Year in Baseball Postseason Moment of the Year,This Year in Baseball Rookie of the Year,This Year in Baseball Setup Man of the Year,This Year in Baseball Starter of the Year,This Year in Baseball X-Factor Player of the Year,Triple Crown,World Series MVP,nameFirst,nameLast,hof_eligibility,AVG,post_AVG,OBP,post_OBP,1B,SLG,post_1B,post_SLG,OPS,post_OPS
3766,cooledu01,0,0,0,0,894,1972,1317.0,5368.0,849.0,1579.0,180.0,102.0,26.0,557.0,224.0,0.0,366.0,366.0,0.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1318.0,215.0,34458.0,4204.0,216.0,210.0,136.0,6.0,0.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Duff,Cooley,1,0.29415052160953803,0.0,0.3415015641293014,0.0,1271.0,0.3802160953800298,0.0,0.0,0.7217176595093312,0.0
3770,coombja01,0,0,5,3,1179,2127,460.0,1110.0,123.0,261.0,34.0,10.0,4.0,100.0,21.0,2.0,59.0,154.0,0.0,7.0,23.0,0.0,0.0,6.0,24.0,1.0,8.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,417.0,160.0,4302.0,258.0,516.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,160.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jack,Coombs,1,0.23513513513513515,0.3333333333333333,0.2780612244897959,0.3333333333333333,213.0,0.2945945945945946,7.0,0.375,0.5726558190843904,0.7083333333333333
3776,coonejo01,0,0,0,0,1363,3228,1172.0,3372.0,409.0,965.0,130.0,26.0,2.0,219.0,30.0,5.0,208.0,107.0,0.0,6.0,89.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1046.0,0.0,0.0,2534.0,291.0,35.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Johnny,Cooney,1,0.2861803084223013,0.0,0.32877858337981036,0.0,807.0,0.3419335705812574,0.0,0.0,0.6707121539610678,0.0
3783,coopece01,3,0,2,0,1412,2689,1896.0,7349.0,1012.0,2192.0,415.0,47.0,241.0,1125.0,89.0,49.0,448.0,911.0,79.0,17.0,46.0,79.0,150.0,25.0,95.0,5.0,20.0,6.0,0.0,1.0,15.0,0.0,0.0,2.0,15.0,0.0,0.0,1.0,4.0,1.0,1475.0,1436.0,38383.0,13361.0,1000.0,121.0,1348.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,628.0,220.0,19.0,5.0,18.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cecil,Cooper,1,0.29827187372431624,0.21052631578947367,0.3366273913594324,0.21782178217821782,1489.0,0.4659137297591509,13.0,0.30526315789473685,0.8025411211185833,0.5230849400729547
3791,coopemo01,0,0,3,2,1131,2018,297.0,654.0,50.0,127.0,16.0,0.0,6.0,68.0,0.0,0.0,23.0,118.0,0.0,1.0,43.0,0.0,14.0,6.0,14.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,1.0,295.0,0.0,0.0,50.0,270.0,16.0,20.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,135.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mort,Cooper,1,0.19418960244648317,0.07142857142857142,0.22271386430678466,0.07142857142857142,105.0,0.24617737003058104,1.0,0.07142857142857142,0.4688912343373657,0.14285714285714285
3794,coopewa01,0,0,3,2,1680,3260,1473.0,4702.0,573.0,1341.0,240.0,40.0,173.0,812.0,18.0,1.0,309.0,357.0,3.0,22.0,44.0,1.0,160.0,16.0,60.0,5.0,18.0,3.0,1.0,0.0,6.0,0.0,1.0,3.0,4.0,2.0,0.0,2.0,0.0,2.0,1223.0,89.0,2386.0,5166.0,589.0,138.0,80.0,79.0,21.0,22.0,12.0,0.0,16.0,16.0,416.0,107.0,5.0,3.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Walker,Cooper,1,0.2851977881752446,0.3,0.3321414382201033,0.3333333333333333,888.0,0.4636324968098681,14.0,0.38333333333333336,0.7957739350299714,0.7166666666666667
3795,coopewi01,0,0,0,0,1225,2437,521.0,1227.0,111.0,293.0,34.0,17.0,6.0,106.0,12.0,9.0,47.0,140.0,0.0,4.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.0,0.0,0.0,102.0,785.0,42.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wilbur,Cooper,1,0.23879380603096984,0.0,0.26917057902973396,0.0,236.0,0.30888345558272207,0.0,0.0,0.5780540346124561,0.0
3801,coraal01,3,2,2,1,1386,2591,1273.0,3408.0,360.0,828.0,140.0,39.0,35.0,286.0,47.0,21.0,248.0,423.0,33.0,90.0,61.0,18.0,68.0,13.0,26.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,2.0,1208.0,906.0,25161.0,1701.0,2686.0,106.0,676.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,208.0,14.0,18.0,0.0,3.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alex,Cora,1,0.24295774647887325,0.15384615384615385,0.3097768331562168,0.21428571428571427,614.0,0.33773474178403756,2.0,0.2692307692307692,0.6475115749402544,0.48351648351648346
3802,corajo01,4,0,0,0,982,1876,1119.0,3734.0,624.0,1035.0,171.0,41.0,30.0,294.0,117.0,60.0,380.0,335.0,6.0,44.0,84.0,37.0,58.0,27.0,98.0,15.0,17.0,2.0,0.0,1.0,2.0,3.0,0.0,12.0,13.0,0.0,3.0,5.0,0.0,1.0,1028.0,903.0,24292.0,1869.0,2344.0,136.0,539.0,0.0,0.0,1.0,0.0,0.0,27.0,26.0,714.0,59.0,74.0,5.0,13.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joey,Cora,1,0.2771826459560793,0.17346938775510204,0.34779499404052444,0.2831858407079646,793.0,0.3690412426352437,14.0,0.22448979591836735,0.7168362366757681,0.507675636626332
3821,corcoto01,0,0,0,0,1314,2600,2205.0,8824.0,1189.0,2259.0,289.0,155.0,34.0,1137.0,388.0,0.0,384.0,447.0,0.0,35.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2207.0,479.0,58017.0,4829.0,7522.0,996.0,889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tommy,Corcoran,1,0.25600634632819586,0.0,0.28973277074542897,0.0,1781.0,0.3354487760652765,0.0,0.0,0.6251815468107055,0.0
3823,cordefr01,1,0,0,0,1212,2591,800.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,2474.0,51.0,92.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Francisco,Cordero,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3827,cordewi01,2,0,0,0,1315,2528,1247.0,4311.0,587.0,1178.0,261.0,19.0,122.0,566.0,49.0,19.0,325.0,775.0,35.0,57.0,12.0,33.0,110.0,4.0,10.0,3.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1110.0,1048.0,27581.0,3377.0,1344.0,120.0,408.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,33.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wil,Cordero,1,0.2732544653212712,0.5,0.33008887008040627,0.5454545454545454,776.0,0.42751101832521454,4.0,0.8,0.7575998884056208,1.3454545454545455
3839,corkhpo01,0,0,2,0,949,1714,1086.0,4404.0,650.0,1120.0,110.0,80.0,31.0,631.0,137.0,0.0,174.0,109.0,0.0,36.0,0.0,0.0,0.0,9.0,24.0,4.0,5.0,1.0,0.0,1.0,5.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1119.0,0.0,29271.0,2402.0,328.0,157.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John,Corkhill,1,0.254314259763851,0.20833333333333334,0.2882531426094495,0.36666666666666664,899.0,0.33673932788374206,3.0,0.375,0.6249924704931915,0.7416666666666667
3842,cormirh01,1,1,0,0,1401,2688,684.0,192.0,15.0,36.0,4.0,1.0,0.0,12.0,0.0,0.0,5.0,45.0,0.0,1.0,30.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683.0,109.0,3665.0,80.0,241.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rheal,Cormier,1,0.1875,0.0,0.21212121212121213,0.0,31.0,0.21875,0.0,0.0,0.43087121212121215,0.0
3855,correke01,2,0,0,0,1094,2266,363.0,300.0,12.0,36.0,6.0,0.0,0.0,13.0,0.0,2.0,11.0,125.0,0.0,0.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.0,221.0,4286.0,130.0,143.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kevin,Correia,1,0.12,0.0,0.15112540192926044,0.0,30.0,0.14,0.0,0.0,0.29112540192926045,0.0
3862,corsiji01,3,2,2,1,915,1764,368.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.0,1.0,1444.0,37.0,99.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jim,Corsi,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3893,cottohe01,1,0,0,0,883,1779,884.0,2178.0,296.0,569.0,87.0,9.0,44.0,210.0,130.0,26.0,107.0,352.0,10.0,16.0,21.0,11.0,49.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,760.0,488.0,14146.0,1324.0,32.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Henry,Cotto,1,0.2612488521579431,1.0,0.29930795847750863,1.0,429.0,0.37006427915518825,1.0,1.0,0.6693722376326969,2.0
3896,cottsne01,3,0,1,1,932,1781,483.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.0,5.0,1330.0,20.0,57.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Neal,Cotts,1,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.5,0.0
3908,counscr01,3,3,2,2,1452,2897,1624.0,4741.0,647.0,1208.0,218.0,40.0,42.0,390.0,103.0,49.0,589.0,663.0,35.0,54.0,57.0,35.0,78.0,41.0,118.0,12.0,27.0,5.0,0.0,2.0,14.0,2.0,0.0,12.0,23.0,3.0,1.0,7.0,1.0,1.0,1442.0,1144.0,31709.0,1843.0,3356.0,79.0,672.0,0.0,0.0,0.0,0.0,0.0,38.0,29.0,861.0,62.0,73.0,3.0,19.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Craig,Counsell,1,0.2547985657034381,0.2288135593220339,0.34157593651965307,0.30303030303030304,908.0,0.344231174857625,20.0,0.3220338983050847,0.6858071113772781,0.6250642013353878
3909,courtcl01,0,0,1,1,897,2024,946.0,2796.0,260.0,750.0,126.0,17.0,38.0,313.0,3.0,16.0,264.0,143.0,22.0,46.0,22.0,19.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802.0,516.0,13834.0,3556.0,379.0,50.0,63.0,57.0,108.0,214.0,143.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clint,Courtney,1,0.26824034334763946,0.0,0.3392,0.0,569.0,0.36623748211731044,0.0,0.0,0.7054374821173104,0.0
