,playerID,G,G_batting,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,G_old,post_G,post_AB,post_R,post_H,post_2B,post_3B,post_HR,post_RBI,post_SB,post_CS,post_BB,post_SO,post_IBB,post_HBP,post_SH,post_SF,post_GIDP,fielding_G,fielding_GS,InnOuts,PO,A,E,DP,PB,fielding_WP,fielding_SB,fielding_CS,ZR,fielding_post_G,fielding_post_GS,post_InnOuts,post_PO,post_A,post_E,post_DP,post_TP,post_PB,fielding_post_SB,fielding_post_CS,inducted,seasons_played
0,aardsda01,331.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,331.0,0.0,1011.0,11.0,29.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,9.0
1,aaronha01,3298.0,0.0,12364.0,2174.0,3771.0,624.0,98.0,755.0,2297.0,240.0,73.0,1402.0,1383.0,293.0,32.0,21.0,121.0,328.0,0.0,17.0,69.0,11.0,25.0,4.0,1.0,6.0,16.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,2.0,3020.0,2977.0,78414.0,7436.0,429.0,144.0,218.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,453.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0
2,aaronto01,437.0,0.0,944.0,102.0,216.0,42.0,6.0,13.0,94.0,9.0,8.0,86.0,145.0,3.0,0.0,9.0,6.0,36.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,206.0,6472.0,1317.0,113.0,22.0,124.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,7.0
3,aasedo01,448.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,91.0,3328.0,67.0,135.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,13.0
4,abadan01,15.0,0.0,21.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,9.0,4.0,138.0,37.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3.0
5,abadfe01,406.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0,6.0,1064.0,7.0,40.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11.0
6,abadijo01,12.0,0.0,49.0,4.0,11.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,12.0,0.0,312.0,129.0,3.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0
7,abbated01,855.0,0.0,3044.0,355.0,772.0,99.0,43.0,11.0,324.0,142.0,0.0,289.0,283.0,0.0,33.0,93.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,830.0,664.0,21696.0,1873.0,2368.0,315.0,247.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,9.0
8,abbeybe01,79.0,0.0,225.0,21.0,38.0,3.0,3.0,0.0,17.0,3.0,0.0,21.0,54.0,0.0,0.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,79.0,0.0,1704.0,17.0,134.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,5.0
9,abbeych01,452.0,0.0,1756.0,307.0,493.0,67.0,46.0,19.0,280.0,93.0,0.0,167.0,122.0,0.0,23.0,19.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,452.0,0.0,11781.0,920.0,92.0,100.0,19.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,5.0
10,abbotan01,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,46.0,46.0,742.0,7.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2.0
11,abbotco01,46.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,45.0,10.0,314.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3.0
12,abbotda01,3.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3.0,0.0,39.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0
13,abbotfr01,160.0,0.0,513.0,48.0,107.0,21.0,6.0,1.0,49.0,14.0,0.0,19.0,75.0,0.0,8.0,20.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,153.0,75.0,3900.0,768.0,185.0,40.0,26.0,23.0,0.0,124.0,119.0,0.0,,,,,,,,,,,,,3.0
14,abbotgl01,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,206.0,3858.0,113.0,187.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11.0
15,abbotje01,233.0,0.0,596.0,82.0,157.0,33.0,2.0,18.0,83.0,6.0,5.0,38.0,91.0,2.0,3.0,5.0,7.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,140.0,3688.0,299.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0
16,abbotji01,263.0,0.0,21.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,263.0,254.0,5022.0,72.0,300.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,10.0
17,abbotku01,702.0,0.0,2044.0,273.0,523.0,109.0,23.0,62.0,242.0,22.0,11.0,133.0,571.0,11.0,17.0,21.0,12.0,37.0,0.0,16.0,32.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,616.0,504.0,13474.0,938.0,1262.0,79.0,275.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,176.0,11.0,12.0,1.0,4.0,0.0,0.0,0.0,0.0,,9.0
18,abbotky01,57.0,0.0,31.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,19.0,0.0,0.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,57.0,22.0,556.0,6.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,4.0
19,abbotod01,22.0,0.0,70.0,2.0,13.0,2.0,1.0,0.0,6.0,3.0,0.0,6.0,20.0,0.0,0.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,21.0,20.0,513.0,52.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0
20,abbotpa01,162.0,0.0,20.0,2.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,112.0,2162.0,61.0,76.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,56.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,11.0
21,aberal01,168.0,0.0,100.0,5.0,14.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,41.0,0.0,0.0,8.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,168.0,19.0,924.0,23.0,79.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,6.0
22,abercda01,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,1.0,1.0,24.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0
23,abercre01,180.0,0.0,386.0,65.0,86.0,20.0,2.0,9.0,34.0,18.0,8.0,21.0,123.0,2.0,7.0,5.0,2.0,3.0,0.0,,,,,,,,,,,,,,,,,,134.0,96.0,2624.0,272.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3.0
24,abernbi01,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0
25,abernbr01,232.0,0.0,868.0,97.0,212.0,36.0,5.0,8.0,79.0,21.0,7.0,60.0,93.0,1.0,7.0,16.0,4.0,15.0,0.0,,,,,,,,,,,,,,,,,,228.0,217.0,5782.0,445.0,590.0,22.0,154.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,4.0
26,abernte01,7.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,7.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3.0
27,abernte02,681.0,0.0,181.0,12.0,25.0,3.0,0.0,0.0,9.0,0.0,0.0,6.0,74.0,0.0,2.0,15.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,681.0,34.0,3438.0,92.0,304.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,14.0
28,abernwo01,16.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,16.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2.0
29,aberscl01,63.0,0.0,179.0,25.0,45.0,7.0,3.0,5.0,26.0,0.0,0.0,25.0,44.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,,49.0,0.0,0.0,76.0,8.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3.0
30,ablesha01,14.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,14.0,6.0,183.0,1.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3.0
31,abnersh01,392.0,0.0,840.0,89.0,191.0,39.0,4.0,11.0,71.0,6.0,8.0,43.0,153.0,10.0,7.0,5.0,7.0,14.0,0.0,,,,,,,,,,,,,,,,,,333.0,199.0,5979.0,566.0,10.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,6.0
32,abramca01,567.0,0.0,1611.0,257.0,433.0,64.0,19.0,32.0,138.0,12.0,18.0,304.0,290.0,2.0,7.0,16.0,4.0,22.0,0.0,,,,,,,,,,,,,,,,,,445.0,208.0,5500.0,850.0,33.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,8.0
33,abramcj01,379.0,289.0,1388.0,195.0,341.0,69.0,14.0,40.0,150.0,85.0,20.0,77.0,296.0,5.0,38.0,6.0,9.0,16.0,0.0,,,,,,,,,,,,,,,,,,378.0,361.0,9486.0,511.0,939.0,54.0,205.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3.0
34,abramge01,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0
35,abregjo01,6.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,6.0,5.0,72.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0
36,abreual01,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,108.0,0.0,407.0,14.0,12.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,4.0
37,abreubo01,2425.0,0.0,8480.0,1453.0,2470.0,574.0,59.0,288.0,1363.0,400.0,128.0,1476.0,1840.0,115.0,33.0,7.0,85.0,165.0,0.0,20.0,67.0,9.0,19.0,6.0,0.0,1.0,9.0,2.0,1.0,12.0,15.0,3.0,0.0,0.0,0.0,0.0,2138.0,2088.0,54870.0,3952.0,136.0,73.0,24.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,465.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
38,abreubr01,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,0.0,776.0,23.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0
39,abreujo01,9.0,0.0,28.0,4.0,6.0,1.0,0.0,1.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,8.0,0.0,0.0,9.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0
40,abreujo02,1446.0,176.0,5607.0,769.0,1587.0,328.0,17.0,263.0,960.0,11.0,6.0,432.0,1246.0,57.0,125.0,0.0,56.0,187.0,0.0,13.0,51.0,2.0,15.0,1.0,0.0,1.0,7.0,0.0,0.0,4.0,8.0,0.0,2.0,0.0,0.0,2.0,1241.0,1234.0,32548.0,9850.0,637.0,80.0,1033.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,315.0,85.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,,11.0
41,abreuju01,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,7.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0
42,abreuto01,224.0,0.0,579.0,61.0,147.0,39.0,6.0,6.0,60.0,2.0,4.0,22.0,116.0,2.0,5.0,1.0,8.0,20.0,0.0,,,,,,,,,,,,,,,,,,168.0,120.0,3375.0,164.0,327.0,19.0,66.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,6.0
43,abreuwi01,38.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,38.0,0.0,133.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3.0
44,abreuwi02,160.0,160.0,475.0,69.0,125.0,39.0,2.0,17.0,72.0,11.0,4.0,49.0,148.0,0.0,3.0,0.0,5.0,7.0,0.0,,,,,,,,,,,,,,,,,,158.0,129.0,3387.0,262.0,11.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2.0
45,abstebi01,170.0,0.0,619.0,54.0,150.0,22.0,10.0,1.0,76.0,21.0,0.0,29.0,75.0,0.0,4.0,29.0,0.0,0.0,0.0,7.0,26.0,3.0,6.0,2.0,0.0,0.0,2.0,1.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,163.0,163.0,4425.0,1685.0,93.0,41.0,83.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,183.0,70.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,,3.0
46,accarje01,262.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,262.0,0.0,854.0,13.0,35.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,8.0
47,aceveal01,204.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,15.0,1141.0,24.0,38.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0
48,acevedo01,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,89.0,0.0,264.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3.0
49,acevejo01,104.0,0.0,101.0,2.0,8.0,2.0,0.0,0.0,4.0,0.0,0.0,5.0,61.0,0.0,1.0,12.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,104.0,59.0,1105.0,19.0,39.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,5.0
50,aceveju01,367.0,0.0,65.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,33.0,0.0,0.0,6.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,367.0,34.0,1710.0,42.0,68.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,8.0
51,achteaj01,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,45.0,0.0,186.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3.0
52,ackerji01,467.0,0.0,54.0,2.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.0,32.0,2713.0,73.0,161.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,39.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.0
53,ackerto01,153.0,0.0,77.0,10.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,46.0,0.0,1.0,6.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,153.0,23.0,1141.0,19.0,49.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,4.0
54,ackledu01,635.0,0.0,2125.0,261.0,512.0,94.0,18.0,46.0,216.0,31.0,12.0,194.0,419.0,10.0,5.0,11.0,12.0,25.0,0.0,,,,,,,,,,,,,,,,,,610.0,545.0,14709.0,1144.0,805.0,18.0,190.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,6.0
55,acklefr01,5.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,5.0,4.0,58.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2.0
56,acostcy01,107.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,107.0,0.0,559.0,6.0,21.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,4.0
57,acosted01,57.0,0.0,29.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,57.0,8.0,414.0,10.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3.0
58,acostjo01,55.0,0.0,60.0,4.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,11.0,22.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,55.0,0.0,0.0,5.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3.0
59,acostma01,233.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,233.0,0.0,744.0,19.0,37.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,6.0
60,acostme01,180.0,0.0,436.0,56.0,111.0,9.0,7.0,0.0,37.0,17.0,8.0,63.0,46.0,0.0,4.0,19.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,136.0,0.0,0.0,191.0,18.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,5.0
61,acrema01,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,114.0,0.0,381.0,5.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,4.0
62,actonga01,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,6.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0
63,acunalu01,14.0,14.0,39.0,6.0,12.0,2.0,1.0,3.0,6.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,287.0,9.0,35.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,36.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0
64,acunaro01,721.0,208.0,2818.0,581.0,815.0,145.0,12.0,165.0,417.0,196.0,49.0,368.0,719.0,17.0,50.0,0.0,15.0,42.0,0.0,29.0,109.0,17.0,28.0,10.0,1.0,3.0,9.0,5.0,2.0,15.0,34.0,0.0,4.0,0.0,0.0,1.0,687.0,679.0,17802.0,1274.0,33.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,29.0,761.0,51.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,7.0
65,adairje01,1165.0,0.0,4019.0,378.0,1022.0,163.0,19.0,57.0,366.0,29.0,29.0,208.0,499.0,31.0,17.0,41.0,30.0,149.0,0.0,5.0,16.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1167.0,1053.0,28316.0,2380.0,2878.0,103.0,618.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,102.0,7.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,,13.0
66,adairji01,18.0,0.0,76.0,9.0,21.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,18.0,0.0,0.0,37.0,55.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0
67,adamecr01,176.0,0.0,328.0,32.0,70.0,9.0,4.0,2.0,22.0,2.0,4.0,30.0,77.0,1.0,5.0,4.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,,101.0,64.0,1837.0,105.0,200.0,8.0,39.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,5.0
68,adamewi01,880.0,310.0,3227.0,467.0,800.0,172.0,5.0,150.0,472.0,51.0,22.0,348.0,982.0,12.0,12.0,4.0,17.0,63.0,0.0,35.0,111.0,7.0,24.0,7.0,0.0,2.0,7.0,2.0,2.0,18.0,44.0,0.0,1.0,0.0,0.0,1.0,870.0,851.0,22525.0,996.0,2051.0,103.0,394.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,907.0,34.0,82.0,3.0,13.0,0.0,0.0,0.0,0.0,,7.0
69,adamja01,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,0.0,809.0,13.0,20.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0
70,adamsac01,302.0,0.0,99.0,9.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,14.0,0.0,0.0,8.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,302.0,0.0,0.0,14.0,108.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,6.0
71,adamsau01,68.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,68.0,0.0,226.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,4.0
