,playerID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,post_W,post_L,post_G,post_GS,post_CG,post_SHO,post_SV,post_IPouts,post_H,post_ER,post_HR,post_BB,post_SO,post_BAOpp,post_ERA,post_IBB,post_WP,post_HBP,post_BK,post_BFP,post_GF,post_R,post_SH,post_SF,post_GIDP,fielding_G,fielding_GS,InnOuts,PO,A,E,DP,PB,fielding_WP,fielding_SB,fielding_CS,ZR,fielding_post_G,fielding_post_GS,post_InnOuts,post_PO,post_A,post_E,post_DP,post_TP,post_PB,fielding_post_SB,fielding_post_CS,inducted,seasons_played
0,aardsda01,16.0,18.0,331.0,0.0,0.0,0.0,69.0,1011.0,296.0,160.0,41.0,183.0,340.0,2.317,46.75,22.0,12.0,16.0,1.0,1475.0,141.0,169.0,17.0,11.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,331.0,0.0,1011.0,11.0,29.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,9.0
1,aaronha01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3020.0,2977.0,78414.0,7436.0,429.0,144.0,218.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,453.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0
2,aaronto01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.0,206.0,6472.0,1317.0,113.0,22.0,124.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,7.0
3,aasedo01,66.0,60.0,448.0,91.0,22.0,5.0,82.0,3328.0,1085.0,468.0,89.0,457.0,641.0,3.261,45.41,45.0,22.0,7.0,3.0,4730.0,235.0,503.0,50.0,34.0,106.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,4.0,1.0,0.0,2.0,6.0,0.235,1.8,1.0,0.0,0.0,0.0,20.0,2.0,1.0,0.0,1.0,0.0,448.0,91.0,3328.0,67.0,135.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,13.0
4,abadan01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,4.0,138.0,37.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3.0
5,abadfe01,9.0,29.0,406.0,6.0,0.0,0.0,2.0,1064.0,343.0,149.0,45.0,126.0,292.0,3.133,50.67,11.0,10.0,12.0,2.0,1513.0,103.0,158.0,7.0,12.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,406.0,6.0,1064.0,7.0,40.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11.0
6,abadijo01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0,312.0,129.0,3.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0
7,abbated01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.0,664.0,21696.0,1873.0,2368.0,315.0,247.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,9.0
8,abbeybe01,22.0,40.0,79.0,65.0,52.0,0.0,1.0,1704.0,686.0,285.0,18.0,192.0,161.0,0.0,28.07,0.0,18.0,26.0,0.0,2568.0,14.0,442.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,0.0,1704.0,17.0,134.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,5.0
9,abbeych01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,4.5,0.0,1.0,0.0,0.0,12.0,1.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,452.0,0.0,11781.0,920.0,92.0,100.0,19.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,5.0
10,abbotan01,18.0,16.0,46.0,46.0,0.0,0.0,0.0,742.0,227.0,104.0,41.0,96.0,234.0,0.484,7.59,1.0,6.0,3.0,1.0,1045.0,0.0,107.0,1.0,7.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,46.0,742.0,7.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2.0
11,abbotco01,1.0,7.0,45.0,10.0,0.0,0.0,0.0,314.0,112.0,70.0,28.0,55.0,97.0,0.831,18.64,0.0,8.0,9.0,1.0,481.0,19.0,74.0,1.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,10.0,314.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3.0
12,abbotda01,0.0,2.0,3.0,1.0,1.0,0.0,1.0,39.0,19.0,9.0,0.0,8.0,1.0,0.0,6.23,0.0,3.0,1.0,0.0,67.0,2.0,14.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,39.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0
13,abbotfr01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0,75.0,3900.0,768.0,185.0,40.0,26.0,23.0,0.0,124.0,119.0,0.0,,,,,,,,,,,,,3.0
14,abbotgl01,62.0,83.0,248.0,206.0,37.0,5.0,0.0,3858.0,1405.0,627.0,162.0,352.0,484.0,3.343,51.98,28.0,18.0,32.0,5.0,5508.0,13.0,707.0,60.0,39.0,111.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,248.0,206.0,3858.0,113.0,187.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11.0
15,abbotje01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.0,140.0,3688.0,299.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0
16,abbotji01,87.0,108.0,263.0,254.0,31.0,6.0,0.0,5022.0,1779.0,791.0,154.0,620.0,888.0,3.084,49.46,30.0,53.0,32.0,11.0,7211.0,5.0,880.0,70.0,47.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,263.0,254.0,5022.0,72.0,300.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,10.0
17,abbotku01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.0,504.0,13474.0,938.0,1262.0,79.0,275.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,176.0,11.0,12.0,1.0,4.0,0.0,0.0,0.0,0.0,,9.0
18,abbotky01,4.0,17.0,57.0,22.0,0.0,0.0,0.0,556.0,207.0,107.0,26.0,79.0,124.0,1.351,33.769999999999996,0.0,13.0,2.0,3.0,815.0,4.0,112.0,10.0,6.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,22.0,556.0,6.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,4.0
19,abbotod01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,20.0,513.0,52.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0
20,abbotpa01,43.0,37.0,162.0,112.0,1.0,0.0,0.0,2162.0,682.0,394.0,101.0,393.0,496.0,3.138,66.14,17.0,37.0,21.0,0.0,3187.0,17.0,421.0,19.0,22.0,51.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,56.0,17.0,12.0,4.0,19.0,9.0,0.9460000000000001,30.990000000000002,0.0,0.0,1.0,0.0,89.0,0.0,13.0,1.0,1.0,1.0,162.0,112.0,2162.0,61.0,76.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,56.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,11.0
21,aberal01,24.0,25.0,168.0,30.0,7.0,0.0,14.0,1168.0,398.0,181.0,29.0,160.0,169.0,2.16,43.55,10.0,8.0,6.0,0.0,1698.0,76.0,205.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,168.0,19.0,924.0,23.0,79.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,6.0
22,abercda01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,24.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0
23,abercre01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0,96.0,2624.0,272.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3.0
24,abernbi01,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,4.0,3.0,1.0,1.0,0.0,0.44,13.5,0.0,0.0,0.0,0.0,10.0,1.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0
25,abernbr01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.0,217.0,5782.0,445.0,590.0,22.0,154.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,4.0
26,abernte01,0.0,3.0,7.0,2.0,1.0,0.0,0.0,61.0,31.0,25.0,0.0,17.0,13.0,0.98,26.020000000000003,0.0,1.0,0.0,0.0,107.0,3.0,26.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3.0
27,abernte02,63.0,69.0,681.0,34.0,7.0,2.0,148.0,3443.0,1010.0,441.0,70.0,592.0,765.0,4.166,67.41,80.0,35.0,45.0,3.0,4963.0,416.0,513.0,23.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,681.0,34.0,3438.0,92.0,304.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,14.0
28,abernwo01,1.0,1.0,16.0,1.0,0.0,0.0,1.0,126.0,36.0,17.0,5.0,11.0,6.0,0.63,12.379999999999999,0.0,0.0,0.0,0.0,164.0,6.0,19.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2.0
29,aberscl01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,0.0,0.0,76.0,8.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3.0
30,ablesha01,1.0,5.0,14.0,8.0,4.0,0.0,0.0,214.0,79.0,32.0,1.0,30.0,41.0,0.33,15.76,0.0,5.0,1.0,1.0,317.0,6.0,51.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,6.0,183.0,1.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3.0
31,abnersh01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.0,199.0,5979.0,566.0,10.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,6.0
32,abramca01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.0,208.0,5500.0,850.0,33.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,8.0
33,abramcj01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,361.0,9486.0,511.0,939.0,54.0,205.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3.0
34,abramge01,0.0,0.0,3.0,0.0,0.0,0.0,0.0,14.0,10.0,5.0,0.0,3.0,1.0,0.5,9.64,0.0,0.0,0.0,0.0,24.0,1.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0
35,abregjo01,1.0,1.0,6.0,5.0,0.0,0.0,0.0,72.0,32.0,17.0,3.0,12.0,13.0,0.352,6.38,1.0,0.0,0.0,0.0,109.0,0.0,18.0,5.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5.0,72.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0
36,abreual01,6.0,5.0,108.0,0.0,0.0,0.0,1.0,407.0,118.0,69.0,23.0,78.0,136.0,1.683,40.56,2.0,14.0,13.0,1.0,607.0,45.0,79.0,1.0,6.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,0.0,407.0,14.0,12.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,4.0
37,abreubo01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2138.0,2088.0,54870.0,3952.0,136.0,73.0,24.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,465.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
38,abreubr01,13.0,8.0,247.0,0.0,0.0,0.0,9.0,776.0,188.0,79.0,21.0,117.0,343.0,1.0739999999999998,16.28,0.0,16.0,18.0,1.0,1073.0,43.0,89.0,3.0,7.0,22.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,56.0,11.0,5.0,2.0,7.0,31.0,1.3679999999999999,33.75,0.0,1.0,2.0,0.0,76.0,2.0,5.0,0.0,0.0,0.0,247.0,0.0,776.0,23.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0
39,abreujo01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,0.0,9.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0
40,abreujo02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1241.0,1234.0,32548.0,9850.0,637.0,80.0,1033.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,315.0,85.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,,11.0
41,abreuju01,0.0,0.0,7.0,0.0,0.0,0.0,0.0,20.0,6.0,2.0,1.0,3.0,12.0,0.231,2.7,0.0,0.0,5.0,0.0,34.0,2.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0
42,abreuto01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.0,120.0,3375.0,164.0,327.0,19.0,66.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,6.0
43,abreuwi01,0.0,1.0,38.0,0.0,0.0,0.0,0.0,133.0,57.0,36.0,10.0,19.0,38.0,1.328,41.650000000000006,2.0,2.0,2.0,1.0,207.0,6.0,39.0,1.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,0.0,133.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3.0
44,abreuwi02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.0,129.0,3387.0,262.0,11.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2.0
45,abstebi01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,163.0,4425.0,1685.0,93.0,41.0,83.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,183.0,70.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,,3.0
46,accarje01,10.0,20.0,262.0,0.0,0.0,0.0,38.0,854.0,288.0,136.0,24.0,111.0,205.0,3.004,53.49,16.0,10.0,9.0,2.0,1222.0,115.0,143.0,5.0,13.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,262.0,0.0,854.0,13.0,35.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,8.0
47,aceveal01,31.0,16.0,204.0,15.0,0.0,0.0,29.0,1141.0,333.0,162.0,48.0,129.0,282.0,1.689,28.29,6.0,5.0,28.0,6.0,1599.0,91.0,172.0,6.0,13.0,26.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,13.0,5.0,2.0,0.0,3.0,2.0,0.993,13.5,1.0,1.0,0.0,0.0,20.0,1.0,2.0,1.0,0.0,1.0,204.0,15.0,1141.0,24.0,38.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0
48,acevedo01,4.0,4.0,89.0,0.0,0.0,0.0,4.0,264.0,75.0,40.0,14.0,23.0,74.0,0.812,17.21,5.0,2.0,4.0,1.0,357.0,20.0,41.0,2.0,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,0.0,264.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3.0
49,acevejo01,18.0,25.0,104.0,59.0,1.0,0.0,1.0,1105.0,420.0,235.0,71.0,113.0,253.0,1.3599999999999999,27.75,14.0,9.0,12.0,2.0,1628.0,11.0,246.0,14.0,17.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,59.0,1105.0,19.0,39.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,5.0
50,aceveju01,28.0,40.0,367.0,34.0,0.0,0.0,53.0,1710.0,597.0,274.0,72.0,226.0,350.0,2.8329999999999997,45.08,34.0,20.0,28.0,4.0,2488.0,165.0,316.0,29.0,26.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,367.0,34.0,1710.0,42.0,68.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,8.0
51,achteaj01,2.0,1.0,45.0,0.0,0.0,0.0,0.0,186.0,69.0,27.0,13.0,21.0,33.0,0.83,13.129999999999999,2.0,0.0,1.0,0.0,267.0,22.0,30.0,0.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,0.0,186.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3.0
52,ackerji01,33.0,49.0,467.0,32.0,0.0,0.0,30.0,2713.0,918.0,399.0,82.0,329.0,482.0,3.244,47.52,40.0,31.0,32.0,2.0,3868.0,159.0,447.0,43.0,31.0,100.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,39.0,7.0,1.0,0.0,1.0,10.0,0.618,1.42,0.0,0.0,1.0,0.0,49.0,3.0,2.0,1.0,1.0,0.0,467.0,32.0,2713.0,73.0,161.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,39.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.0
53,ackerto01,19.0,13.0,153.0,23.0,5.0,1.0,8.0,1141.0,365.0,174.0,43.0,150.0,256.0,0.99,16.009999999999998,20.0,6.0,17.0,0.0,1629.0,35.0,181.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,153.0,23.0,1141.0,19.0,49.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,4.0
54,ackledu01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.0,545.0,14709.0,1144.0,805.0,18.0,190.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,6.0
55,acklefr01,1.0,0.0,5.0,4.0,0.0,0.0,0.0,58.0,17.0,9.0,4.0,11.0,17.0,0.5,10.61,0.0,1.0,0.0,0.0,84.0,1.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,58.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2.0
56,acostcy01,13.0,9.0,107.0,0.0,0.0,0.0,27.0,558.0,143.0,55.0,15.0,77.0,109.0,0.933,13.760000000000002,8.0,4.0,12.0,1.0,768.0,74.0,65.0,11.0,6.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,0.0,559.0,6.0,21.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,4.0
57,acosted01,6.0,9.0,57.0,8.0,3.0,1.0,1.0,413.0,153.0,62.0,12.0,39.0,70.0,0.965,20.69,8.0,6.0,4.0,2.0,594.0,22.0,71.0,8.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,8.0,414.0,10.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3.0
58,acostjo01,10.0,10.0,55.0,13.0,6.0,1.0,4.0,640.0,265.0,107.0,9.0,68.0,45.0,1.01,16.79,0.0,4.0,0.0,0.0,939.0,28.0,119.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,0.0,0.0,5.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3.0
59,acostma01,13.0,13.0,233.0,0.0,0.0,0.0,9.0,744.0,234.0,110.0,30.0,117.0,219.0,1.459,23.05,10.0,14.0,8.0,0.0,1070.0,78.0,122.0,9.0,5.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,233.0,0.0,744.0,19.0,37.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,6.0
60,acostme01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0,0.0,0.0,191.0,18.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,5.0
61,acrema01,9.0,6.0,114.0,0.0,0.0,0.0,2.0,381.0,135.0,73.0,16.0,68.0,98.0,1.115,20.98,9.0,3.0,5.0,1.0,582.0,32.0,75.0,5.0,4.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,0.0,381.0,5.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,4.0
62,actonga01,0.0,0.0,6.0,0.0,0.0,0.0,0.0,17.0,9.0,8.0,3.0,5.0,5.0,0.346,12.71,2.0,0.0,1.0,0.0,32.0,3.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0
63,acunalu01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,10.0,287.0,9.0,35.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,36.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0
64,acunaro01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.0,679.0,17802.0,1274.0,33.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,29.0,761.0,51.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,7.0
65,adairje01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1167.0,1053.0,28316.0,2380.0,2878.0,103.0,618.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,102.0,7.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,,13.0
66,adairji01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.0,0.0,37.0,55.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0
67,adamecr01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,64.0,1837.0,105.0,200.0,8.0,39.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,5.0
68,adamewi01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870.0,851.0,22525.0,996.0,2051.0,103.0,394.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,907.0,34.0,82.0,3.0,13.0,0.0,0.0,0.0,0.0,,7.0
69,adamja01,19.0,11.0,276.0,0.0,0.0,0.0,24.0,809.0,170.0,86.0,30.0,99.0,320.0,1.514,26.27,8.0,11.0,30.0,4.0,1082.0,73.0,97.0,0.0,9.0,20.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,22.0,5.0,2.0,1.0,0.0,8.0,0.624,9.0,0.0,0.0,1.0,0.0,26.0,0.0,2.0,0.0,0.0,2.0,276.0,0.0,809.0,13.0,20.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0
70,adamsac01,41.0,33.0,302.0,7.0,2.0,0.0,49.0,1658.0,541.0,213.0,26.0,224.0,171.0,1.77,34.03,0.0,15.0,8.0,0.0,2379.0,218.0,247.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,302.0,0.0,0.0,14.0,108.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,6.0
71,adamsau01,2.0,0.0,68.0,0.0,0.0,0.0,1.0,226.0,91.0,54.0,12.0,34.0,58.0,1.5110000000000001,44.62,2.0,1.0,0.0,0.0,347.0,30.0,57.0,2.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,0.0,226.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,4.0
72,adamsau02,7.0,7.0,188.0,2.0,0.0,0.0,0.0,467.0,110.0,71.0,11.0,98.0,223.0,1.488,34.6,4.0,18.0,44.0,0.0,705.0,32.0,80.0,4.0,7.0,11.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,1.0,0.0,9.0,0.0,0.0,2.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,188.0,2.0,467.0,8.0,11.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0
